state,city,house_price_per_sqft,number_of_BHKs,school_name,school_email,school_phone_number,college_name,college_email,college_phone_number,weather,temperature,humidity,air_quality,estimated_cost_of_living
Tripura,Agartala,112.61,1 BHK,Government High School,govthighschool@school.edu,9436000000,Kendriya Vidyalaya,kendriya.vidyalaya2@college.edu,3812000000,Cloudy,10,80,99,9479
Tripura,Agartala,87,3 BHK,Kendriya Vidyalaya Agartala,kv.agartala@school.edu,8978000000,Kendriya Vidyalaya Agartala,kv.agartala@college.edu,8978000000,Rainy,23,81,97,14000
Tripura,Agartala,1260,3 BHK,Holy Family High School,holyfamilyhighschool@school.edu,9052000000,Mahaveer College of Commerce,mahaveercollegecommerce@college.edu,9373000000,Cloudy,26.4,54,49,20500
Tripura,Agartala,12,3 BHK,The Heritage School,info@school.edu,9911000000,St. Xavier's College,principal.stxaviers@college.edu,1124000000,Sunny,31.5,52,60,21329.6
Tripura,Agartala,6.1,3 BHK,"Government Model School, Agartala",gmsschoolagartala@school.edu,8795000000,Tripura Medical College,principal@college.edu,3843000000,Cloudy,15.1,84,58,15200
Tripura,Agartala,28.5,2 BHK,St. Joseph's Convent School,sjcschoolagartala@school.edu,9332000000,Ramthakur College of Arts and Commerce,rccac@college.edu,9437000000,Sunny,30.6,29,1,16117
Uttar Pradesh,Lucknow,1544,1 BHK,Lyceum School,nazima.khan@school.edu,8076000000,"City Montessori School, Gomti Nagar",academy.director@college.edu,8076000000,Sunny,28.46,25,8,5830
Uttar Pradesh,Agra,6.59,4 BHK,Bharatiya Vidya Bhavan's Rajaji Vidyalaya,bvbej@school.edu,8883000000,Rajarajeshwari Medical College & Hospital,admission@college.edu,8883000000,Sunny,30.1,29,68,30480
Uttar Pradesh,Bareilly,336,1 BHK,Anand Niketan Public School,anandniketan1979@school.edu,9593000000,Bareilly Institute of Technology,bet@college.edu,9593000000,Sunny,23,20,95,12551
Uttar Pradesh,Chandauli,153.1,2 BHK,Government Primary School,chandauli.govt.primary@school.edu,7228000000,Government Inter College,chandauli.govt.inter@college.edu,7228000000,Stormy,19.58,71,13,2910
Uttar Pradesh,Allahabad,1102,1 BHK,City Public School,citypublicschool12@school.edu,8015000000,City Public School,citypublicschool12@college.edu,8015000000,Cloudy,27.2,62,22,29497
Uttar Pradesh,Agra,55.88,1 BHK,Sri Radhakrishna Sarvodaya Vidyalaya,info@school.edu,2532000000,"Government Polytechnic, Agra",college@college.edu,9897000000,Cloudy,28.3,53,109,28750
Uttar Pradesh,Lucknow,200,3 BHK,"The City Montessori School, Lucknow",principal@school.edu,9687000000,University of Lucknow,college@college.edu,1235000000,Stormy,25,64,122,21365
Uttar Pradesh,Kanpur,1274,1 BHK,Bhavan's Sagar Public School,principal@school.edu,8474000000,Bhavan's Sagar Public School,college@college.edu,8474000000,Cloudy,32.3,85,195,43301
Uttar Pradesh,Lucknow,82.38,2 BHK,Saraswati Shishu Mandir,saraswati@school.edu,7369000000,D.A.V. College,dav@college.edu,7369000000,Sunny,22.2,34,80,8331.6
Uttar Pradesh,Agra,880,3 BHK,"Government Senior Secondary School, Nizamuddin",nizamuddin.agra@school.edu,8066000000,Government Degree College,degrees.agra@college.edu,8066000000,Sunny,25.7,21,101,13300
Uttar Pradesh,Bareilly,181,1 BHK,Government Model Sr.Sec. School,gmvss10@school.edu,8730000000,Government College,gmcollegemandi@college.edu,1736000000,Cloudy,21.9,33,71,8731
Uttar Pradesh,Muzaffarnagar,2000,2,"Govt Senior Secondary Govt Co-Educational School, 06912-249355, Muzaffarnagar",Govt Sen@gmail.com,8564312346,Govt Senior Secondary School,Govt Senio@gmail.com,7890123457,Clear,29.29,41,26,244
Uttar Pradesh,Allahabad,151.43,2 BHK,Narayana Vidyalaya,narayanavidyalaya@school.edu,9343000000,Govt. Arts & Science College,govtcollege.chennai@college.edu,9444000000,Sunny,20,29,52,19340
Uttar Pradesh,Agra,202.82,2 BHK,Govt. Sr. Sec. School,nereids.vocational.school@school.edu,7648000000,Harjinder singh College,harjinder.college@college.edu,7648000000,Cloudy,15.8,64.6,73,13877
Uttar Pradesh,Bareilly,187.95,3 BHK,Hari Shankar Vidya Mandir,hsm.bareilly@school.edu,9797000000,Hari Shankar College,hsc.bareilly@college.edu,8801000000,Rainy,26.95,88,115,14819
Uttar Pradesh,Lucknow,138,3 BHK,Mahila Mahavidyalaya,info@school.edu,8276000000,Raja Harishchandra Govt. College,info@college.edu,7879000000,Cloudy,19.6,58,120,14676
Uttar Pradesh,Lucknow,127.74,1 BHK,Vidyodaya,admin@school.edu,8422000000,Sri Venkateswara College of Engineering,info@college.edu,8222000000,Sunny,33.3,69,97,39800
Uttar Pradesh,Ghazipur,15,2 BHK,Ebenezer International School,enquires@school.edu,8029000000,DSK International College of Engineering,info@college.edu,8029000000,Sunny,32.4,37.1,89,17710
Uttar Pradesh,Ghaziabad,825,1 BHK,Little Flower Convent School,lfc@school.edu,9965000000,K. C. College,info@college.edu,9965000000,Cloudy,26,59,92,30160
Uttar Pradesh,Chandauli,120,2 BHK,St. Vincent De Paul School,admissions@school.edu,8039000000,KLE'S INSTITUTE OF TECHNOLOGY,infoche@college.edu,8039000000,Sunny,27.1,48,90,45000
Uttar Pradesh,Varanasi,15.27,2 BHK,Sri Rama Public School,sri.rama.public.school.5042@school.edu,2488000000,JNTU,jntu@college.edu,2482000000,Sunny,34.1,34,101,35466
Uttar Pradesh,Bareilly,77.315,3 BHK,Ambedkar Vidyalaya,ambedkarv.jpr@school.edu,9467000000,Jai Prakash Narayan University,jpnuniversity@college.edu,9467000000,Sunny,26.9,29,0,12273
Uttar Pradesh,Banda,1600,2,"Sri Venkateshwara Vidya Mandir, 1715, Dharampuri, Banda, Uttar Pradesh 211001, India, +91 78905 86771",Sri Venk@gmail.com,8564312342,"Krishna Public College, B-38, Old Banda Road, Banda, Uttar Pradesh 211011, India, 0556-2221942, 094158 58811",Krishna Pu@gmail.com,9778632524,Sunny,34.2,13,85,2932
Uttar Pradesh,Lucknow,39.9,3 BHK,Vidya Sanskar School,vs.lucknow@school.edu,9453000000,Lucknow Business School,lbs@college.edu,8008000000,Rainy,22.2,49,183,30741
Uttar Pradesh,Lucknow,2.8,2 BHK,"Delhi Public School, P.G.I. Road, Lucknow - 226010",mail@school.edu,8200000000,"Delhi Public School, P.G.I. Road, Lucknow - 226010",mail@college.edu,8200000000,Rainy,28,30,100,68000
Uttar Pradesh,Allahabad,22.28,2 BHK,D.A.V. Public School,davallahabad@school.edu,9454000000,Maharshi Dayanand College,mdc@college.edu,9454000000,Sunny,27.5,66,72,5816
Uttar Pradesh,Lucknow,1650,2,"Sister Nivedita Convent Senior Secondary School, Address: 82/2 2nd Lane,\nSector J, Near Iqbal Market,\nGomtinagar,\nLucknow, Uttar Pradesh, 226010, Phone number",Sister N@gmail.com,8564312350,MIEERI MEMORIAL COLLEGE OF EDUCATION,MIEERI MEM@gmail.com,7890123461,Cloudy,18.3,39,101,515
Uttar Pradesh,Allahabad,4.4,1 BHK,BALJEET SINGH PUBLIC SCHOOL,bhjtpschool@school.edu,8599000000,MOTI LAL NEHRU COLLEGE OF ENGINEERING AND TECHNOLOGY,mlnct@college.edu,8599000000,Rainy,21.6,88.6,100,19236.75
Uttar Pradesh,Pratapgarh,53.05,1 BHK,Holy Angels School,holyangelsschool@school.edu,7910000000,"Motilal Nehru National Institute of Technology, Allahabad",principal.mnnit@college.edu,5323000000,Snowy,-3.89,86,101,18416
Uttar Pradesh,Varanasi,143.63,2 BHK,Sri Venkateshwara Vidhyalaya,mail@school.edu,8689000000,Jawaharlal Nehru Technological University,principal@college.edu,8916000000,Sunny,35.1,23,100,43000
Uttar Pradesh,Lucknow,96.73,2 BHK,St. Joseph's Boys School,info@school.edu,9534000000,Rajagiri College of Social Sciences,rajagiricollege@college.edu,4842000000,Sunny,30,24,113,21455
Uttar Pradesh,Allahabad,138.42,1 BHK,Manikant Vidhyalaya,allahabad.manikant@school.edu,8145000000,Rajarshi Tandon College,rajarshtandoncollege@college.edu,8145000000,Rainy,25.3,45,147,62234
Uttar Pradesh,Agra,46.67,2 BHK,Kendriya Vidyalaya,principal@school.edu,8888000000,Jamia Millia Islamia,registrar@college.edu,8888000000,Sunny,26.92,18,94,38602
Uttar Pradesh,Varanasi,139.71,4 BHK,Malviya National Institute of Technology,registrar@school.edu,7558000000,Malviya National Institute of Technology,registrar@college.edu,7558000000,Sunny,28.3,29,65,28537
Uttar Pradesh,Pratapgarh,303,1 BHK,SORABJI GANGADHAR CHAVAN VIDYA MANDIR,sorabjigangadharchavanschool@school.edu,8328000000,R.K.T. P.G. COLLEGE,rktpggcollege@college.edu,9936000000,Sunny,33.6,23,71,13500
Uttar Pradesh,Agra,3.59,2 BHK,R.N. School,rnschool13@school.edu,8930000000,R.N. College,rncollege13@college.edu,8930000000,Rainy,20,67,117,10357
Uttar Pradesh,Ghaziabad,64,3,"Siddhartha School, plot no.7, Sarai patam, Ghaziabad",Siddhart@gmail.com,9875642496,"Siddhartha Training Academy, Plot no 4, Sector 12, Ghaziabad",Siddhartha@gmail.com,8467122723,Clear,31.8,27,98,1270
Uttar Pradesh,Moradabad,1397,2,Arya Vidya Mandir Moradabad,Arya Vid@gmail.com,7849672106,Sri Ramakrishna Institute Of Technology,Sri Ramakr@gmail.com,9778632515,Partly cloudy,5.6,46,14,1347
Uttar Pradesh,Noida,4.8,2 BHK,Acharya P. S. School,apschool@school.edu,1143000000,Sri Venkateswara College,svc@college.edu,1128000000,Sunny,30,63,162,38643
Uttar Pradesh,Bareilly,12436.66,2 BHK,Government High School,govt.hss.thiruvalla@school.edu,9497000000,Government Polytechnic College,thiruvallagpcollege@college.edu,4692000000,Cloudy,25.5,66,34,24822
Uttar Pradesh,Lucknow,343.41,3 BHK,J.B.K. English School,jbkenglishschool@school.edu,9972000000,Private,trivandrumcollege2001@college.edu,9497000000,Stormy,21.9,58,116,25596
Uttarakhand,Dehradun,1046.666667,3 BHK,St Mary's Senior Secondary School,stmarys.noida@school.edu,9900000000,Amity University Noida,admission@college.edu,1202000000,Cloudy,23.1,69,73,53210
Uttarakhand,Dehradun,14.7,3 BHK,The Doon School,admissions@school.edu,8147000000,Birla Institute of Technology and Science University,admissions@college.edu,1352000000,Cloudy,7.2,56,77,27500
Uttarakhand,Dehradun,342,4 BHK,D.A.V. Public School,adavpublicschool@school.edu,8065000000,D.A.V. College,college@college.edu,9412000000,Stormy,7,100,91,41450
Uttarakhand,Dehradun,69.3,2 BHK,Chamunda International School,admissions@school.edu,8795000000,St. John's College,college@college.edu,8298000000,Cloudy,17.2,67.2,100,14600
Uttarakhand,Dehradun,620,2 BHK,Sri Sai Vidyalaya,srisaividyalaya.jbh@school.edu,8978000000,Sri Sri Ganesha College of Engineering & Technology,college@college.edu,9491000000,Stormy,35.9,71,94,56405
Uttarakhand,Dehradun,187.15,3 BHK,D.P.S. S.S.S.E.,dp@school.edu,9963000000,D.P.S. S.S.S.E.,dp@college.edu,9963000000,Sunny,33.84,25,101,27500
Uttarakhand,Dehradun,1393.88,3 BHK,D.Y.PATIL VIDYANIKETAN,admissions@school.edu,8828000000,Pune Institute Of Computer Technology,enquiry@college.edu,9822000000,Cloudy,26,63,221,43656
Uttarakhand,Dehradun,105,1 BHK,St. Mary's Convent School,admin@school.edu,8514000000,Maharana Pratap College,info@college.edu,9090000000,Cloudy,23,56,100,26140
Uttarakhand,Dehradun,2642,1 BHK,Indus International School,info@school.edu,9569000000,Ecole Globale International Girls' School,info@college.edu,9569000000,Rainy,24.5,70,14,42863
Uttarakhand,Haridwar,52,2,"Ramakrishna Ashrama School Haridwar, 172, Kankhal Road, Haridwar, Uttarakhand 249412, India",Ramakris@gmail.com,9875642503,"Kendriya Vidyalaya Haridwar, Kanakpuri, Haridwar, Uttarakhand 249404, India",Kendriya V@gmail.com,8467122730,Partly Cloudy,29.4,53,37,3881
Uttarakhand,Dehradun,163.13,4 BHK,Jawahar Navodaya Vidyalaya,jnvkotdwar@school.edu,9412000000,"Government College of Engineering, Kotdwar",koledkotdwar@college.edu,7310000000,Sunny,22.7,34,33,6771
Uttarakhand,Dehradun,4.5,1 BHK,D A V Public School,davpschool@school.edu,4429000000,M C G College Of Engineering And Technology,mcgg.collegeofengineering@college.edu,9445000000,Sunny,29.4,51,87,8180
Uttarakhand,Dehradun,3504,1 BHK,Narayana Vidyalaya,narayana.vidyalaya@school.edu,7309000000,Narayana Vidyalaya,narayana.vidyalaya@college.edu,7309000000,Sunny,26.36,37,100,22633
Uttarakhand,Dehradun,12.9,1 BHK,Convent Of Jesus And Mary Girls High School,bdun@school.edu,9412000000,Government ITI Dehradun,principal@college.edu,9412000000,Cloudy,3.9,96.1,58,12000
Uttarakhand,Dehradun,51.63,1 BHK,Vidya Mandir School,principal@school.edu,7537000000,Shri Ram College of Commerce,principal@college.edu,7537000000,Rainy,21,91.45,125,7803
Uttarakhand,Dehradun,53.84,2 BHK,"D.A.V. Public School, Pitampura",info@school.edu,9810000000,Dronacharya College of Engineering,registrar@college.edu,9810000000,Rainy,24.7,56,98,16827
Uttarakhand,Dehradun,345.64,2 BHK,Yogi Vemana Yuvatha Sikshana Samithi,yogivemanayuvathasikshanasamithi@school.edu,8589000000,SRM ACADEMY,srmacademy@college.edu,9445000000,Cloudy,28.9,61,147,40000
Uttarakhand,Dehradun,1526.666667,3 BHK,St. Joseph's Convent School,sjcs.dehradun@school.edu,1352000000,St. Joseph's College of Commerce,stjosephs.dehradun@college.edu,9557000000,Rainy,25,43,97,26935
Uttarakhand,Dehradun,155.42,3 BHK,School of the Nations,admissions@school.edu,1244000000,Dayanand Anglo Vedic College for Women,viceprincipal@college.edu,1723000000,Sunny,27.56,45,101,60419
West Bengal,Kolkata,59.21,2 BHK,Delhi Public School,contactus@school.edu,7839000000,Sidney High School,abcd@college.edu,7839000000,Cloudy,20.7,100,110,30384
West Bengal,Kolkata,78.5,3 BHK,Jaypee Public School,jps.jaypee@school.edu,8527000000,Lovely Professional University,admission.lpu@college.edu,1824000000,Sunny,35.1,30,114,14891
West Bengal,Kolkata,30,2 BHK,Rajkiya Pratibha Vikas Vidyalaya (Noida),noida.pratibha@school.edu,8201000000,Noida International University,admission@college.edu,8201000000,Rainy,21,83,90,25538
West Bengal,Kolkata,424,3 BHK,Saint Thomas' School,admissions@school.edu,8348000000,St. Xavier's Collegiate School,admissions@college.edu,9689000000,Sunny,34.2,36.5,80,48440
West Bengal,Kolkata,4880,2 BHK,Bhavans Vidya Mandir,bvm.kandivali@school.edu,2229000000,Bhavans College,bhavans.kandivali@college.edu,2229000000,Rainy,27,74,33,66300
West Bengal,Kolkata,184.14,2 BHK,Mayo College Girls' School,mayocollegegirlsschool@school.edu,2542000000,Birla Vocational Institute,birvocinst@college.edu,2543000000,Cloudy,24.7,26,141,70460
West Bengal,Kolkata,3879,1 BHK,Kamala Nehru Memorial Secondary School,kamala@school.edu,9830000000,IIT Kharagpur,college@college.edu,9830000000,Sunny,36.44,72.3,101,17998
West Bengal,Kolkata,419,2 BHK,Fortis School,fortisschool.jaipur@school.edu,7016000000,Deshwal Institute of Management and Technology,college@college.edu,7998000000,Sunny,25.8,23,112,15000
West Bengal,Kolkata,103.33,2 BHK,School of Academics,school@school.edu,8110000000,XYZ College,college@college.edu,8610000000,Cloudy,26.5,37,152,32250
West Bengal,Kolkata,2376.666667,2 BHK,Apeejay Svran Global School,apvcg@school.edu,9810000000,D.Y. Patil Institute of Management,dyplim@college.edu,9810000000,Sunny,27.1,50,150,8000
West Bengal,Kolkata,70,2 BHK,Sterling Institute of Management,sim@school.edu,7767000000,Guru Gobind Singh Indraprastha University,indraprasthauniversity@college.edu,1126000000,Cloudy,12.9,87,97,48200
West Bengal,Kolkata,121.1,1 BHK,Calcutta International School,info@school.edu,7338000000,St. Xavier's College,info@college.edu,3322000000,Cloudy,30.5,32,60,16080
West Bengal,Kolkata,7428,1 BHK,Shankaracharya School,admissions@school.edu,8335000000,West Bengal University of Technology,info@college.edu,3323000000,Sunny,30,62,28,24981
West Bengal,Kolkata,1299,3 BHK,New Era School,info@school.edu,2232000000,K.G.R. College of Engineering & Technology,info@college.edu,2232000000,Cloudy,33.37041667,46.48,101,62017
West Bengal,Kolkata,8.6,2 BHK,Indus International School,jayashree.k@school.edu,1145000000,K. C. College of Engineering,kccollegeofengineering@college.edu,2226000000,Sunny,19,19,108,13451
West Bengal,Nadia,1.76,2,"Kendriya Vidyalaya, Nadia",Kendriya@gmail.com,7849672108,"Nadia College, Nadia",Nadia Coll@gmail.com,9778632517,drizzle,24,85,94,110.28
West Bengal,Kolkata,1807.21,3 BHK,Dreamland Public School,srameen.dpskolkata@school.edu,3341000000,"College Of Engineering, Jadavpur",office@college.edu,3327000000,Sunny,25.7,85,47,11021
West Bengal,Kolkata,366.6,2 BHK,Ramakrishna Mission Saradapitha School,admissions@school.edu,3323000000,st.xaviers college,principal@college.edu,3323000000,Sunny,32,43,102,87400
West Bengal,Kolkata,1000,2 BHK,Bishnupriya H S,nirbhayak@school.edu,7044000000,Bishnupriya College,principal@college.edu,7044000000,Rainy,24.6,58,164,16800
West Bengal,Kolkata,1680,1 BHK,Kolkata International School,admissions@school.edu,9831000000,Jadavpur University,principal@college.edu,3324000000,Sunny,30.7,56,155,22500
West Bengal,Kolkata,103.42,3 BHK,The Heritage School,info@school.edu,9836000000,Jadavpur University,principal@college.edu,3324000000,Rainy,25,78,95,44889
West Bengal,Kolkata,155,2 BHK,269,jm@school.edu,1235000000,Vijaya Institute of Technology College,principal@college.edu,1235000000,Sunny,27.84,65,77,10160
West Bengal,Kalimpong,117,2 BHK,Margi Vidya Mandir,mvmargi@school.edu,2228000000,Vidya Sagar College of Commerce,principal@college.edu,9074000000,Rainy,21.8,71,102,15000
West Bengal,Kolkata,6151,2 BHK,Bentfort High School,principal.bentforthighschool@school.edu,8336000000,St. Xavier's College,registrar@college.edu,3322000000,Cloudy,31,45,121,17700
West Bengal,Kolkata,68,2 BHK,New Alipore High School,nashkol@school.edu,1141000000,Sri Aurobindo College,sapriya@college.edu,1141000000,Sunny,31.3,67.1,115,35544
West Bengal,Siliguri,4380000,4,"Kendriya Vidyalaya, Siliguri, West Bengal, India, +91 353 255 2376",Kendriya@gmail.com,8564312349,"Sikkim Manipal University of Health, Medical and Technological Sciences, Siliguri, West Bengal, India, +91 353 252 0111",Sikkim Man@gmail.com,7890123460,Overcast,23.4,92,96,152
West Bengal,Kolkata,25,3 BHK,JRD Tata School,jrdta@school.edu,8080000000,Sophia College,sophia@college.edu,9123000000,Sunny,27.5,59,87,10000
West Bengal,Kolkata,200,2 BHK,Shivaji Nagar Primary School,sns.shivaji.nagar.primary.school@school.edu,9896000000,Saraswati Sishu Mandir,ssm.shivaji.nagar.shishu.mandir@college.edu,9861000000,Sunny,17.5,67,81,27000
West Bengal,Kolkata,2.9,2,"Sir William Jones School, 27, BH Somani Road, Kolkata, West Bengal, India, 700001",Sir Will@gmail.com,9875642499,"St. Xavier's College, 30 Park Street, Kolkata, West Bengal, India, 700016",St. Xavier@gmail.com,8467122726,Clouds,30,38,78,769
West Bengal,Kolkata,64.52,2 BHK,"DPS, Aravali",dps.aravali@school.edu,9811000000,ST Stephen's College,ststephens.in@college.edu,9811000000,Cloudy,20,58,18,56564
West Bengal,Kolkata,5927,2 BHK,St. Thomas' School,stjohns@school.edu,9831000000,St. Xavier’s College,stxavier@college.edu,9831000000,Rainy,25,84,114,23135
West Bengal,Kolkata,14,2 BHK,Famit St. Stanes High School,famitstaneshighschool18@school.edu,7730000000,St. Xavier's College,stxavierscollege2016@college.edu,9920000000,Sunny,32.8,40,65,16250
